yyyy.mm.dd,hh.mm.ss.ss,lat,lon,depth,ML,Nsta,RMS,intensity,induced,locality,county
27/12/2015, 21:54:49.0,51.661,-3.183,0.2577048312849689,0.27587247069815773,9.0,0.2, ,, BLACKWOOD,CAERPHILLY
28/12/2015, 22:11:12.9,51.663,-3.174,0.542421942451273,-0.03488042732965183,6.0,0.6, ,, BLACKWOOD,CAERPHILLY
30/12/2015, 01:03:52.1,51.662,-3.157,0.6847804980344251,0.43124891971206236,7.0,0.4,2,, BLACKWOOD,CAERPHILLY
01/01/2016, 22:32:21.3,51.664,-3.162,0.0619618173581349,-0.6563862233852713,6.0,0.5, ,, NEWBRIDGE,CAERPHILLY
29/10/2016, 02:02:35.0,51.674,-3.718,0.2577048312849689,-0.9671391214130809,8.0,0.2, ,, NEATH,NEATH PORT TALBOT
10/12/2016, 01:22:17.7,51.796,-4.03,0.7559597758260013,0.43124891971206236,8.0,0.3, ,, SARON,CARMARTHENSHIRE
21/01/2017, 21:57:56.8,51.701,-3.174,2.6955950956464476,-0.8117626723991759,4.0,0.0, ,, BARGOED,CAERPHILLY
11/07/2017, 01:23:57.7,51.754,-3.03,1.574521470429125,-0.5010097743713664,9.0,0.2, ,, LLANOVER,MONMOUTHSHIRE
11/07/2017, 04:35:55.2,51.581,-3.2,0.8983183314091531,-0.8117626723991759,7.0,0.2, ,, BEDWAS,CAERPHILLY
16/07/2017, 10:28:48.7,51.695,-3.23,-0.00921746043344119,0.7420018177398723,12.0,0.2, ,, BARGOED,CAERPHILLY
17/02/2018, 14:31:07.6,51.767,-3.833,-0.00921746043344119,4.626413043087492,42.0,0.5,5,, CWMLLYNFELL,NPT
17/02/2018, 14:35:21.0,51.76,-3.821,-0.00921746043344119,0.27587247069815773,8.0,0.3, ,, CWMLLYNFELL,NPT
17/02/2018, 15:09:35.5,51.749,-3.824,0.0441669979102408,-0.6563862233852713,6.0,0.2, ,, CWMLLYNFELL,NPT
17/02/2018, 16:27:06.6,51.767,-3.828,0.0441669979102408,-0.19025687634355679,6.0,0.1, ,, CWMLLYNFELL,NPT
17/02/2018, 23:17:32.7,51.759,-3.819,0.0441669979102408,0.8973782667537772,16.0,0.4, ,, CWMLLYNFELL,NPT
18/02/2018, 11:00:33.8,51.76,-3.825,0.026372178462346855,-0.03488042732965183,11.0,0.4, ,, CWMLLYNFELL,NPT
12/10/2018, 14:21:25.4,51.658,-3.118,-0.13378119656869927,1.2081311647815864,11.0,0.3, ,, NEWBRIDGE,CAERPHILLY
01/01/2020, 17:28:35.5,51.603,-3.515,-0.3473190299434274,-0.19025687634355679,9.0,0.4, ,, OGMORE VALE,BRIDGEND
05/01/2020, 16:57:55.7,51.597,-3.513,-0.32952421049553327,-0.19025687634355679,10.0,0.4, ,, OGMORE VALE,BRIDGEND
06/01/2020, 02:35:08.7,51.602,-3.523,-0.4896775855265794,0.27587247069815773,10.0,0.4, ,, OGMORE VALE,BRIDGEND
05/05/2020, 04:35:26.2,51.666,-3.219,-0.6498309605576255,-0.5010097743713664,4.0,0.1, ,, BLACKWOOD,CAERPHILLY
13/05/2020, 09:24:06.4,51.666,-3.224,-0.7032154189013075,-0.8117626723991759,4.0,0.1, ,, BLACKWOOD,CAERPHILLY
14/05/2020, 23:55:55.4,51.757,-3.923,0.4534478452118029,-0.9671391214130809,9.0,0.3, ,, GARNSWLLT,SWANSEA
08/08/2020, 11:09:41.7,51.592,-3.405,-0.9701377106197177,-0.9671391214130809,5.0,0.2, ,, TONYREFAIL,RHONDDA CT
30/08/2020, 18:10:19.9,51.593,-3.421,-0.8989584328281415,-0.5010097743713664,10.0,0.3,3,, TONYREFAIL,RHONDDA CT
06/09/2020, 10:44:11.8,51.593,-3.412,-0.9523428911718235,-0.3456333253574617,9.0,0.2, ,, TONYREFAIL,RHONDDA CT
18/01/2021, 06:40:07.9,51.591,-3.431,-0.8277791550365654,-0.19025687634355679,7.0,0.2,3,, TONYREFAIL,RHONDDA CT
21/01/2022, 23:45:47.1,51.722,-3.313,1.3431888176065032,-0.9671391214130809,8.0,0.1, ,, BEDLINOG,MERTHYR TYDFIL
07/12/2022, 00:16:46.8,51.692,-4.168,0.8627286925133651,-0.8117626723991759,5.0,0.1, ,, LLANELLI,DYFED
20/01/2023, 06:53:50.7,51.814,-4.024,-0.3651138493913213,-0.8117626723991759,9.0,0.2, ,, LLANDYBIE,CARMARTH
